timestamp	run_id	n_layer	n_embd	n_head	embedding_lr	unembedding_lr	matrix_lr	scalar_lr	weight_decay	warmup_ratio	batch_size	val_bpb	training_time	peak_vram_mb	mfu_percent	num_params_M	num_steps	depth	status	holdout_val_bpb	budget_shortfall_pct	device	region_id	window_s_fraction	seed
2026-08-11T12:41:35	size_h6	21	960	6	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	1.248751	654.0	7325.1	3.52	334.5	555.0	21	remote_ok		0.0			0.36455016024410725	42
2026-08-11T12:45:17	size_h1	4	160	1	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	1.483588	127.3	447.7	0.3	6.5	555	4	remote_ok		0.0	5		0.36455016024410725	42
2026-08-11T12:47:10	size_h2	7	320	2	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	1.342571	200.8	901.6	0.71	24.3	555	7	remote_ok		0.0	6		0.36455016024410725	42
2026-08-11T12:49:46	size_h3	11	480	3	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	1.299645	306.0	1798.7	1.29	61.9	555	11	remote_ok		0.0	3		0.36455016024410725	42
2026-08-11T12:51:31	size_h4	14	640	4	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	1.277613	379.5	2985.8	2.07	116.0	555	14	remote_ok		0.0	1		0.36455016024410725	42
2026-08-11T13:04:18	size_h5	18	800	5	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	1.262223	501.6	4981.9	2.88	210.3	555	18	remote_ok		0.0	5		0.36455016024410725	42
