timestamp	run_id	n_layer	n_embd	n_head	embedding_lr	unembedding_lr	matrix_lr	scalar_lr	weight_decay	warmup_ratio	batch_size	val_bpb	training_time	peak_vram_mb	mfu_percent	num_params_M	num_steps	depth	status	holdout_val_bpb	budget_shortfall_pct	device	region_id	window_s_fraction	seed
2026-08-10T19:36:54	geom_width_neighbour_s2	21	768	6	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	inf						21	remote_error					0.36455016024410725	2
2026-08-10T19:46:18	geom_r0.10_c3_s42	21	960	6	0.06855329511614161	0.007645302790531012	0.020326453422142586	0.23325492332853334	0.09546400405438805	0.17335611727588407	16736	inf						21	remote_error			0		0.5224640556572189	42
2026-08-10T19:46:18	geom_r0.10_c2_s2	21	960	6	0.08801600295514099	0.004649827672874394	0.012314048810513694	0.14989366249998187	0.02853833000790819	0.16885084781623635	19434	inf						21	remote_error			1		0.3009573579267607	2
2026-08-10T19:46:18	geom_r0.10_c2_s42	21	960	6	0.08801600295514099	0.004649827672874394	0.012314048810513694	0.14989366249998187	0.02853833000790819	0.16885084781623635	19434	inf						21	remote_error			6		0.3009573579267607	42
2026-08-10T19:46:18	geom_r0.10_c1_s42	21	960	6	0.1222007125629289	0.007113456991750353	0.020249860042231334	0.212752926586836	0.1555903660895832	0.15413890204519165	24712	inf						21	remote_error			5		0.41738779049968855	42
2026-08-10T19:49:16	geom_r0.10_c4_s2	21	960	6	0.10749759771613672	0.004404582658231099	0.031462752120139235	0.1451450403674075	0.07516893989214836	0.15691471895758102	12997	inf						21	remote_error			1		0.40553481620018605	2
2026-08-10T19:49:16	geom_r0.10_c4_s42	21	960	6	0.10749759771613672	0.004404582658231099	0.031462752120139235	0.1451450403674075	0.07516893989214836	0.15691471895758102	12997	inf						21	remote_error			5		0.40553481620018605	42
2026-08-10T19:49:16	geom_r0.10_c4_s1	21	960	6	0.10749759771613672	0.004404582658231099	0.031462752120139235	0.1451450403674075	0.07516893989214836	0.15691471895758102	12997	inf						21	remote_error			6		0.40553481620018605	1
2026-08-10T19:50:08	geom_depth_neighbour_s42	22	960	6	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	inf						22	remote_error			5		0.36455016024410725	42
2026-08-10T19:50:08	geom_depth_neighbour_s1	22	960	6	0.0886776573279423	0.003955934722681367	0.023762701040555865	0.2101414489776221	0.09338780539110303	0.17311601489782336	23180	inf						22	remote_error			6		0.36455016024410725	1
